trade_id,ticker,quantity,price,timestamp,asset_class
T00151,CRM,50,220.0,2025-07-26T10:02:30.070Z,equity
T00152,ADBE,25,550.0,2025-07-26T10:02:31.030Z,fx
T00153,PYPL,80,90.0,2025-07-26T10:02:32.070Z,fx
T00154,CMCSA,120,40.0,2025-07-26T10:02:33.030Z,fixed_income
T00155,SBUX,70,100.0,2025-07-26T10:02:34.070Z,fx
T00156,MSFT,100,300.0,2025-07-26T10:02:35.030Z,fixed_income
T00157,GOOG,60,1600.0,2025-07-26T10:02:36.070Z,fx
T00158,AAPL,150,195.0,2025-07-26T10:02:37.030Z,fixed_income
T00159,TSLA,25,860.0,2025-07-26T10:02:38.070Z,equity
T00160,NVDA,12,1050.0,2025-07-26T10:02:39.030Z,fixed_income
T00161,AAPL,100,190.5,2025-07-26T10:02:40.030Z,fixed_income
T00162,GOOG,50,1500.2,2025-07-26T10:02:41.070Z,equity
T00163,MSFT,200,300.05,2025-07-26T10:02:42.000Z,fixed_income
T00164,AMZN,75,120.0,2025-07-26T10:02:43.150Z,fixed_income
T00165,TSLA,21,850.75,2025-07-26T10:02:44.000Z,fx
T00166,NVDA,10,1000.0,2025-07-26T10:02:45.030Z,fixed_income
T00167,META,30,250.0,2025-07-26T10:02:46.070Z,fx
T00168,NFLX,40,600.0,2025-07-26T10:02:47.030Z,equity
T00169,AMD,150,150.0,2025-07-26T10:02:48.070Z,fx
T00170,INTC,200,45.0,2025-07-26T10:02:49.030Z,fx
T00171,CRM,50,220.0,2025-07-26T10:02:50.070Z,equity
T00172,ADBE,25,550.0,2025-07-26T10:02:51.030Z,fx
T00173,PYPL,80,90.0,2025-07-26T10:02:52.070Z,equity
T00174,CMCSA,120,40.0,2025-07-26T10:02:53.030Z,fixed_income
T00175,SBUX,70,100.0,2025-07-26T10:02:54.070Z,fixed_income
T00176,MSFT,100,300.0,2025-07-26T10:02:55.030Z,fx
T00177,GOOG,60,1600.0,2025-07-26T10:02:56.070Z,fixed_income
T00178,AAPL,150,195.0,2025-07-26T10:02:57.030Z,equity
T00179,TSLA,25,860.0,2025-07-26T10:02:58.070Z,fixed_income
T00180,NVDA,12,1050.0,2025-07-26T10:02:59.030Z,equity
T00181,AAPL,100,190.5,2025-07-26T10:03:00.030Z,fixed_income
T00182,GOOG,50,1500.2,2025-07-26T10:03:01.070Z,fx
T00183,MSFT,200,300.05,2025-07-26T10:03:02.000Z,fixed_income
T00184,AMZN,75,120.0,2025-07-26T10:03:03.150Z,fixed_income
T00185,TSLA,21,850.75,2025-07-26T10:03:04.000Z,fixed_income
T00186,NVDA,10,1000.0,2025-07-26T10:03:05.030Z,equity
T00187,META,30,250.0,2025-07-26T10:03:06.070Z,equity
T00188,NFLX,40,600.0,2025-07-26T10:03:07.030Z,fx
T00189,AMD,150,150.0,2025-07-26T10:03:08.070Z,equity
T00190,INTC,200,45.0,2025-07-26T10:03:09.030Z,fixed_income
T00191,CRM,50,220.0,2025-07-26T10:03:10.070Z,fixed_income
T00192,ADBE,25,550.0,2025-07-26T10:03:11.030Z,equity
T00193,PYPL,80,90.0,2025-07-26T10:03:12.070Z,fixed_income
T00194,CMCSA,120,40.0,2025-07-26T10:03:13.030Z,fx
T00195,SBUX,70,100.0,2025-07-26T10:03:14.070Z,fx
T00196,MSFT,100,300.0,2025-07-26T10:03:15.030Z,equity
T00197,GOOG,60,1600.0,2025-07-26T10:03:16.070Z,equity
T00198,AAPL,150,195.0,2025-07-26T10:03:17.030Z,fx
T00199,TSLA,25,860.0,2025-07-26T10:03:18.070Z,fx
T00200,NVDA,12,1050.0,2025-07-26T10:03:19.030Z,equity
T00201,AAPL,100,190.5,2025-07-26T10:03:20.030Z,equity
T00202,GOOG,50,1500.2,2025-07-26T10:03:21.070Z,equity
T00203,MSFT,200,300.05,2025-07-26T10:03:22.000Z,fixed_income
T00204,AMZN,75,120.0,2025-07-26T10:03:23.150Z,equity
T00205,TSLA,21,850.75,2025-07-26T10:03:24.000Z,equity
T00206,NVDA,10,1000.0,2025-07-26T10:03:25.030Z,fixed_income
T00207,META,30,250.0,2025-07-26T10:03:26.070Z,fx
T00208,NFLX,40,600.0,2025-07-26T10:03:27.030Z,equity
T00209,AMD,150,150.0,2025-07-26T10:03:28.070Z,fixed_income
T00210,INTC,200,45.0,2025-07-26T10:03:29.030Z,equity
T00211,CRM,50,220.0,2025-07-26T10:03:30.070Z,equity
T00212,ADBE,25,550.0,2025-07-26T10:03:31.030Z,fixed_income
T00213,PYPL,80,90.0,2025-07-26T10:03:32.070Z,fx
T00214,CMCSA,120,40.0,2025-07-26T10:03:33.030Z,fixed_income
T00215,SBUX,70,100.0,2025-07-26T10:03:34.070Z,equity
T00216,MSFT,100,300.0,2025-07-26T10:03:35.030Z,fx
T00217,GOOG,60,1600.0,2025-07-26T10:03:36.070Z,fixed_income
T00218,AAPL,150,195.0,2025-07-26T10:03:37.030Z,fixed_income
T00219,TSLA,25,860.0,2025-07-26T10:03:38.070Z,fx
T00220,NVDA,12,1050.0,2025-07-26T10:03:39.030Z,equity
T00221,AAPL,100,190.5,2025-07-26T10:03:40.030Z,fixed_income
T00222,GOOG,50,1500.2,2025-07-26T10:03:41.070Z,fixed_income
T00223,MSFT,200,300.05,2025-07-26T10:03:42.000Z,fixed_income
T00224,AMZN,75,120.0,2025-07-26T10:03:43.150Z,equity
T00225,TSLA,21,850.75,2025-07-26T10:03:44.000Z,fixed_income
T00226,NVDA,10,1000.0,2025-07-26T10:03:45.030Z,fx
T00227,META,30,250.0,2025-07-26T10:03:46.070Z,fx
T00228,NFLX,40,600.0,2025-07-26T10:03:47.030Z,fixed_income
T00229,AMD,150,150.0,2025-07-26T10:03:48.070Z,fixed_income
T00230,INTC,200,45.0,2025-07-26T10:03:49.030Z,fx
T00231,CRM,50,220.0,2025-07-26T10:03:50.070Z,fx
T00232,ADBE,25,550.0,2025-07-26T10:03:51.030Z,fixed_income
T00233,PYPL,80,90.0,2025-07-26T10:03:52.070Z,fx
T00234,CMCSA,120,40.0,2025-07-26T10:03:53.030Z,equity
T00235,SBUX,70,100.0,2025-07-26T10:03:54.070Z,equity
T00236,MSFT,100,300.0,2025-07-26T10:03:55.030Z,equity
T00237,GOOG,60,1600.0,2025-07-26T10:03:56.070Z,equity
T00238,AAPL,150,195.0,2025-07-26T10:03:57.030Z,fx
T00239,TSLA,25,860.0,2025-07-26T10:03:58.070Z,equity
T00240,NVDA,12,1050.0,2025-07-26T10:03:59.030Z,fixed_income
T00241,AAPL,100,190.5,2025-07-26T10:04:00.030Z,fixed_income
T00242,GOOG,50,1500.2,2025-07-26T10:04:01.070Z,equity
T00243,MSFT,200,300.05,2025-07-26T10:04:02.000Z,fixed_income
T00244,AMZN,75,120.0,2025-07-26T10:04:03.150Z,equity
T00245,TSLA,21,850.75,2025-07-26T10:04:04.000Z,equity
T00246,NVDA,10,1000.0,2025-07-26T10:04:05.030Z,equity
T00247,META,30,250.0,2025-07-26T10:04:06.070Z,fixed_income
T00248,NFLX,40,600.0,2025-07-26T10:04:07.030Z,fixed_income
T00249,AMD,150,150.0,2025-07-26T10:04:08.070Z,equity
T00250,INTC,200,45.0,2025-07-26T10:04:09.030Z,equity
T00251,CRM,50,220.0,2025-07-26T10:04:10.070Z,equity
T00252,ADBE,25,550.0,2025-07-26T10:04:11.030Z,equity
T00253,PYPL,80,90.0,2025-07-26T10:04:12.070Z,fx
T00254,CMCSA,120,40.0,2025-07-26T10:04:13.030Z,equity
T00255,SBUX,70,100.0,2025-07-26T10:04:14.070Z,fixed_income
T00256,MSFT,100,300.0,2025-07-26T10:04:15.030Z,equity
T00257,GOOG,60,1600.0,2025-07-26T10:04:16.070Z,fx
T00258,AAPL,150,195.0,2025-07-26T10:04:17.030Z,fixed_income
T00259,TSLA,25,860.0,2025-07-26T10:04:18.070Z,fx
T00260,NVDA,12,1050.0,2025-07-26T10:04:19.030Z,equity
T00261,AAPL,100,190.5,2025-07-26T10:04:20.030Z,fixed_income
T00262,GOOG,50,1500.2,2025-07-26T10:04:21.070Z,equity
T00263,MSFT,200,300.05,2025-07-26T10:04:22.000Z,fixed_income
T00264,AMZN,75,120.0,2025-07-26T10:04:23.150Z,fixed_income
T00265,TSLA,21,850.75,2025-07-26T10:04:24.000Z,fixed_income
T00266,NVDA,10,1000.0,2025-07-26T10:04:25.030Z,fx
T00267,META,30,250.0,2025-07-26T10:04:26.070Z,equity
T00268,NFLX,40,600.0,2025-07-26T10:04:27.030Z,fx
T00269,AMD,150,150.0,2025-07-26T10:04:28.070Z,fx
T00270,INTC,200,45.0,2025-07-26T10:04:29.030Z,equity
T00271,CRM,50,220.0,2025-07-26T10:04:30.070Z,equity
T00272,ADBE,25,550.0,2025-07-26T10:04:31.030Z,equity
T00273,PYPL,80,90.0,2025-07-26T10:04:32.070Z,fixed_income
T00274,CMCSA,120,40.0,2025-07-26T10:04:33.030Z,fx
T00275,SBUX,70,100.0,2025-07-26T10:04:34.070Z,fx
T00276,MSFT,100,300.0,2025-07-26T10:04:35.030Z,fx
T00277,GOOG,60,1600.0,2025-07-26T10:04:36.070Z,fx
T00278,AAPL,150,195.0,2025-07-26T10:04:37.030Z,fx
T00279,TSLA,25,860.0,2025-07-26T10:04:38.070Z,fixed_income
T00280,NVDA,12,1050.0,2025-07-26T10:04:39.030Z,equity
T00281,AAPL,100,190.5,2025-07-26T10:04:40.030Z,fixed_income
T00282,GOOG,50,1500.2,2025-07-26T10:04:41.070Z,fixed_income
T00283,MSFT,200,300.05,2025-07-26T10:04:42.000Z,fixed_income
T00284,AMZN,75,120.0,2025-07-26T10:04:43.150Z,equity
T00285,TSLA,21,850.75,2025-07-26T10:04:44.000Z,equity
T00286,NVDA,10,1000.0,2025-07-26T10:04:45.030Z,fx
T00287,META,30,250.0,2025-07-26T10:04:46.070Z,fixed_income
T00288,NFLX,40,600.0,2025-07-26T10:04:47.030Z,fx
T00289,AMD,150,150.0,2025-07-26T10:04:48.070Z,equity
T00290,INTC,200,45.0,2025-07-26T10:04:49.030Z,equity
T00291,CRM,50,220.0,2025-07-26T10:04:50.070Z,equity
T00292,ADBE,25,550.0,2025-07-26T10:04:51.030Z,equity
T00293,PYPL,80,90.0,2025-07-26T10:04:52.070Z,fixed_income
T00294,CMCSA,120,40.0,2025-07-26T10:04:53.030Z,fx
T00295,SBUX,70,100.0,2025-07-26T10:04:54.070Z,equity
T00296,MSFT,100,300.0,2025-07-26T10:04:55.030Z,fx
T00297,GOOG,60,1600.0,2025-07-26T10:04:56.070Z,equity
T00298,AAPL,150,195.0,2025-07-26T10:04:57.030Z,fx
T00299,TSLA,25,860.0,2025-07-26T10:04:58.070Z,fx
